Species,col_2b,col_WMS,Group,Color
Prevotella_seregens,0.000128426,0.000141081,s11_1,shared
Prevotella_shahii,6.58E-05,7.50E-05,s11_1,shared
Prevotella_sp000163055,8.17E-05,8.65E-05,s11_1,shared
Prevotella_sp000257925,0.000211687,0.000134737,s11_1,shared
Prevotella_sp000467895,0.000351988,0.000270347,s11_1,shared
Prevotella_sp000599605,1.09E-05,0,s11_1,(2b)2bRAD-M only
Prevotella_sp000758925,3.10E-05,0,s11_1,(2b)2bRAD-M only
Prevotella_sp001553265,1.44E-05,0,s11_1,(2b)2bRAD-M only
Prevotella_sp002394385,5.24E-06,0,s11_1,(2b)2bRAD-M only
Prevotella_sp003043925,7.43E-05,9.17E-05,s11_1,shared
Prevotella_sp003043945,1.03E-05,2.17E-05,s11_1,shared
Prevotella_sp013333285,5.89E-05,5.09E-05,s11_1,shared
Prevotella_sp013333935,0.000121621,0.000117422,s11_1,shared
Prevotella_timonensis_A,2.42E-06,0,s11_1,(2b)2bRAD-M only
Prevotella_veroralis,0.000132075,0.000116411,s11_1,shared
Propionibacterium_acidifaciens,1.83E-06,0,s11_1,(2b)2bRAD-M only
Protaetiibacter_sp001898835,1.15E-06,0,s11_1,(2b)2bRAD-M only
Pseudoduganella_lutea,1.10E-06,0,s11_1,(2b)2bRAD-M only
Pseudoleptotrichia_goodfellowii,0.000134671,0.000150405,s11_1,shared
Pseudomonas_E_viridiflava,0,2.79E-06,s11_1,(WMS)2bRAD-M only
Pseudoramibacter_alactolyticus,3.34E-06,6.62E-06,s11_1,shared
Psychrobacter_sp000213615,5.22E-06,0,s11_1,(2b)2bRAD-M only
Ralstonia_mannitolilytica,2.67E-06,0,s11_1,(2b)2bRAD-M only
Ralstonia_pickettii,2.37E-06,0,s11_1,(2b)2bRAD-M only
Ralstonia_sp000620465,1.01E-05,2.51E-05,s11_1,shared
Ralstonia_sp007997035,1.04E-06,0,s11_1,(2b)2bRAD-M only
Rodentibacter_sp901420285,8.16E-05,9.71E-05,s11_1,shared
Rothia_aeria,0.018029624,0.021658887,s11_1,shared
Rothia_dentocariosa,0.001123931,0.0012952,s11_1,shared
Rothia_mucilaginosa,0.014718255,0.01450492,s11_1,shared
Rothia_mucilaginosa_A,0.000357813,0.000450486,s11_1,shared
Rothia_mucilaginosa_B,0.010885713,0.009160562,s11_1,shared
Rothia_sp001808955,0.009867761,0.010369953,s11_1,shared
Rothia_sp902373285,0.000180828,0.000158475,s11_1,shared
Saccharimonas_sp010202265,1.41E-05,0,s11_1,(2b)2bRAD-M only
Saccharimonas_sp013333625,0.000110097,8.57E-05,s11_1,shared
Saccharimonas_sp013333645,3.35E-05,2.58E-05,s11_1,shared
Saccharimonas_sp013333675,5.90E-05,6.43E-05,s11_1,shared
Saccharimonas_sp013333795,0.000123295,0.000100719,s11_1,shared
Saccharimonas_sp013333845,0.000117348,0.000122399,s11_1,shared
Salmonella_enterica,9.72E-07,0,s11_1,(2b)2bRAD-M only
Scardovia_wiggsiae,7.15E-06,0,s11_1,(2b)2bRAD-M only
SDRK01_sp007845205,2.46E-05,0,s11_1,(2b)2bRAD-M only
SDRW01_sp007845485,0.000377133,0.000427027,s11_1,shared
SDRW01_sp013333595,8.49E-05,9.83E-05,s11_1,shared
Selenomonas_sputigena,5.11E-05,7.53E-05,s11_1,shared
Shewanella_corallii,2.97E-06,0,s11_1,(2b)2bRAD-M only
Shuttleworthia_satelles,7.45E-05,5.47E-05,s11_1,shared
Simonsiella_muelleri,0.000102733,9.88E-05,s11_1,shared
Slackia_exigua,8.16E-06,7.61E-06,s11_1,shared
Sphingobacterium_thalpophilum,6.34E-07,0,s11_1,(2b)2bRAD-M only
Sphingomonas_olei,9.78E-07,0,s11_1,(2b)2bRAD-M only
Stenotrophomonas_maltophilia_P,9.15E-06,1.60E-05,s11_1,shared
Stenotrophomonas_maltophilia_Q,1.45E-06,0,s11_1,(2b)2bRAD-M only
Stomatobaculum_longum,6.72E-06,0,s11_1,(2b)2bRAD-M only
Streptococcus_anginosus,4.19E-05,0.000102363,s11_1,shared
Streptococcus_anginosus_C,1.37E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_australis,4.17E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_australis_A,0.000723564,0.000553804,s11_1,shared
Streptococcus_chosunense,0.002669612,0.003908623,s11_1,shared
Streptococcus_constellatus,0.000106362,0.00014301,s11_1,shared
Streptococcus_cristatus,0.00069583,0.001097759,s11_1,shared
Streptococcus_cristatus_A,6.54E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_cristatus_B,0.000284582,0.000320356,s11_1,shared
Streptococcus_cristatus_C,0.000249364,0.000241949,s11_1,shared
Streptococcus_cristatus_D,5.62E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_cristatus_E,5.82E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_cristatus_F,5.49E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_cristatus_G,0.000108439,0.000102732,s11_1,shared
Streptococcus_dentisani,0.00022479,0,s11_1,(2b)2bRAD-M only
Streptococcus_gordonii,0.000382001,0.000343404,s11_1,shared
Streptococcus_gwangjuense,0.000634656,0,s11_1,(2b)2bRAD-M only
Streptococcus_halitosis,0.00040779,0.001328624,s11_1,shared
Streptococcus_infantis,0.000276398,0.000277209,s11_1,shared
Streptococcus_infantis_B,7.88E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_infantis_C,8.36E-05,0.000144278,s11_1,shared
Streptococcus_infantis_E,8.54E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_infantis_F,0.000142026,0.000563965,s11_1,shared
Streptococcus_infantis_G,0.000143832,0.000201238,s11_1,shared
Streptococcus_infantis_H,0.000214572,0.000256474,s11_1,shared
Streptococcus_infantis_I,0.00192648,0.000961511,s11_1,shared
Streptococcus_intermedius,8.43E-05,0.000125812,s11_1,shared
Streptococcus_koreensis,0.000938187,0.000845406,s11_1,shared
Streptococcus_mitis,0.012305834,0.012785731,s11_1,shared
Streptococcus_mitis_A,0.000958429,0.001034271,s11_1,shared
Streptococcus_mitis_AC,0.007106976,0.01063778,s11_1,shared
Streptococcus_mitis_AD,0.001091753,0.00097264,s11_1,shared
Streptococcus_mitis_AF,0.000163374,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_AH,0.000294367,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_AI,0.000798471,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_AK,0.002118642,0.001972027,s11_1,shared
Streptococcus_mitis_AP,0.000618171,0.001317771,s11_1,shared
Streptococcus_mitis_AQ,0.000893357,0.001435603,s11_1,shared
Streptococcus_mitis_AR,0.001555189,0.001584114,s11_1,shared
Streptococcus_mitis_AT,0.001744683,0.002188232,s11_1,shared
Streptococcus_mitis_AV,0.004424956,0.004585086,s11_1,shared
Streptococcus_mitis_AW,0.001346471,0.001560988,s11_1,shared
Streptococcus_mitis_AX,0.000261284,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_AY,0.001347187,0.000872618,s11_1,shared
Streptococcus_mitis_AZ,0.003085362,0.002684616,s11_1,shared
Streptococcus_mitis_BA,0.003528863,0.002068541,s11_1,shared
Streptococcus_mitis_BB,0.009458846,0.009626146,s11_1,shared
Streptococcus_mitis_BC,0.000919636,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_BE,0.00328171,0.002350444,s11_1,shared
Streptococcus_mitis_BG,0.00052779,0.000659785,s11_1,shared
Streptococcus_mitis_BH,0.000549731,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_BI,0.0005409,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_BK,0.000885149,0.000526811,s11_1,shared
Streptococcus_mitis_BL,0.001867304,0.002124845,s11_1,shared
Streptococcus_mitis_BM,0.006004866,0.003488091,s11_1,shared
Streptococcus_mitis_BN,0.000675433,0.000835372,s11_1,shared
Streptococcus_mitis_BO,0.000876979,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_BP,0.000218912,0.000143448,s11_1,shared
Streptococcus_mitis_BQ,0.002682864,0.002849332,s11_1,shared
Streptococcus_mitis_C,0.000336285,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_D,0.001055866,0.000589045,s11_1,shared
Streptococcus_mitis_E,0.00033879,0.000784744,s11_1,shared
Streptococcus_mitis_F,0.003748366,0.002213194,s11_1,shared
Streptococcus_mitis_H,0.00046556,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_I,0.000267875,0.002028762,s11_1,shared
Streptococcus_mitis_K,0.00086544,0.000286896,s11_1,shared
Streptococcus_mitis_L,0.001016347,0.001041503,s11_1,shared
Streptococcus_mitis_M,0.007013048,0.002210256,s11_1,shared
Streptococcus_mitis_N,0.002033824,0.002932969,s11_1,shared
Streptococcus_mitis_O,0.005045061,0.004331964,s11_1,shared
Streptococcus_mitis_P,0.002364656,0.001913762,s11_1,shared
Streptococcus_mitis_Q,0.003133272,0.001952819,s11_1,shared
Streptococcus_mitis_S,0.000505777,0,s11_1,(2b)2bRAD-M only
Streptococcus_mitis_W,0.001684876,0.000810058,s11_1,shared
Streptococcus_mitis_Y,0.000848131,0,s11_1,(2b)2bRAD-M only
Streptococcus_mutans,8.65E-06,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis,0.004651685,0.004345435,s11_1,shared
Streptococcus_oralis_AB,0.000402335,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_AC,0.000114899,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_B,0.000800747,0.000561758,s11_1,shared
Streptococcus_oralis_BA,0.001330886,0.000829912,s11_1,shared
Streptococcus_oralis_BC,0.002152941,0.001574213,s11_1,shared
Streptococcus_oralis_BD,0.00106445,0.00141821,s11_1,shared
Streptococcus_oralis_BE,0.000622292,0.000484933,s11_1,shared
Streptococcus_oralis_BF,9.45E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_BG,0.000197514,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_BI,6.77E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_C,0.000594535,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_D,0.001398192,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_E,7.55E-05,0.000491271,s11_1,shared
Streptococcus_oralis_F,0.000957169,6.10E-05,s11_1,shared
Streptococcus_oralis_G,0.001905538,0.000959607,s11_1,shared
Streptococcus_oralis_H,0.000128681,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_I,5.59E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_J,0.000218333,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_K,0.000459038,0.000407499,s11_1,shared
Streptococcus_oralis_O,0.000756474,0.001049725,s11_1,shared
Streptococcus_oralis_Q,0.000251508,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_R,0.000338877,0.000249738,s11_1,shared
Streptococcus_oralis_S,0.000349794,0.000117245,s11_1,shared
Streptococcus_oralis_T,0.00113001,0.001704735,s11_1,shared
Streptococcus_oralis_U,0.000147345,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_X,0.000727809,0,s11_1,(2b)2bRAD-M only
Streptococcus_oralis_Y,0.000672325,0.000574139,s11_1,shared
Streptococcus_oralis_Z,0.000531627,0.000561932,s11_1,shared
Streptococcus_parasanguinis,4.78E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_parasanguinis_B,0.000320003,0.000158824,s11_1,shared
Streptococcus_parasanguinis_C,1.13E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_peroris,4.94E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_pneumoniae,0.007626526,0.00578791,s11_1,shared
Streptococcus_pneumoniae_A,0.000211433,0,s11_1,(2b)2bRAD-M only
Streptococcus_pneumoniae_C,0.000181875,0.000995895,s11_1,shared
Streptococcus_pneumoniae_D,0.014969687,0.009680281,s11_1,shared
Streptococcus_pseudopneumoniae,0.001606027,0.002164414,s11_1,shared
Streptococcus_pseudopneumoniae_A,0.00015127,0,s11_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_C,0.003543245,0.002394734,s11_1,shared
Streptococcus_pseudopneumoniae_D,0.00095618,0.000599755,s11_1,shared
Streptococcus_pseudopneumoniae_E,4.42E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_J,0.001896503,0.001047825,s11_1,shared
Streptococcus_pseudopneumoniae_L,0.000176992,0.000393609,s11_1,shared
Streptococcus_pseudopneumoniae_M,0.000155779,0,s11_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_N,0.000311079,0,s11_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_O,0.013670293,0.008589327,s11_1,shared
Streptococcus_pseudopneumoniae_P,0.000649799,0.000940567,s11_1,shared
Streptococcus_salivarius,0.000361477,0.000400998,s11_1,shared
Streptococcus_sanguinis,0.001539269,0.00178431,s11_1,shared
Streptococcus_sanguinis_A,8.11E-05,9.09E-05,s11_1,shared
Streptococcus_sanguinis_C,4.64E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sanguinis_D,4.07E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sanguinis_E,0.000126265,0,s11_1,(2b)2bRAD-M only
Streptococcus_sanguinis_F,0.000176104,0.000247518,s11_1,shared
Streptococcus_sanguinis_G,0.000384149,0.00038775,s11_1,shared
Streptococcus_sanguinis_H,0.001379512,0.001490936,s11_1,shared
Streptococcus_sanguinis_I,0.000111936,0.00013501,s11_1,shared
Streptococcus_sinensis,0.000104492,9.51E-05,s11_1,shared
Streptococcus_sp000187745,0.005619882,0.005250912,s11_1,shared
Streptococcus_sp000220065,3.45E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp000235485,0.000104113,0.000226768,s11_1,shared
Streptococcus_sp000259505,0.000315434,0.000118493,s11_1,shared
Streptococcus_sp000314795,7.94E-06,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp000411475,5.46E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp000831085,0.000997262,0.001134649,s11_1,shared
Streptococcus_sp001553685,0.000340347,0.000545808,s11_1,shared
Streptococcus_sp001556435,0.000102076,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp001587175,0.000390773,0.000193349,s11_1,shared
Streptococcus_sp001808705,7.75E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp001811505,0.000423324,0.000549286,s11_1,shared
Streptococcus_sp001814775,0.000448081,0.000573622,s11_1,shared
Streptococcus_sp002355895,0.002228883,0.001917248,s11_1,shared
Streptococcus_sp003428885,0.000304331,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp004166885,4.51E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp004353325,0.000159258,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp012843315,0.00037196,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp013276505,7.42E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp013276795,0.001175869,0.00134832,s11_1,shared
Streptococcus_sp013277415,0.000602717,0.000422083,s11_1,shared
Streptococcus_sp013277515,0.000809804,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp013394695,6.91E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp900104285,0.000295074,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp900555155,0.000613756,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp902363395,1.80E-05,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp902460355,0.000146498,0,s11_1,(2b)2bRAD-M only
Streptococcus_sp903645285,0.000660149,0,s11_1,(2b)2bRAD-M only
Streptococcus_timonensis,0.000756883,0.000669912,s11_1,shared
Streptococcus_vestibularis,0.000703293,0.000705171,s11_1,shared
Tannerella_forsythia,0.002605186,0.002465878,s11_1,shared
Tannerella_forsythia_A,7.60E-06,0,s11_1,(2b)2bRAD-M only
Tannerella_sp002890585,9.97E-05,9.63E-05,s11_1,shared
Tannerella_sp003033925,0.000206371,0.000219684,s11_1,shared
TM7x_sp000803625,1.37E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp005697215,3.81E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp005697565,6.04E-05,0.000116201,s11_1,shared
TM7x_sp007845355,2.44E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp010202115,9.38E-06,0,s11_1,(2b)2bRAD-M only
TM7x_sp010202645,1.04E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp010202845,1.13E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp013099015,2.24E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp013099195,8.69E-06,0,s11_1,(2b)2bRAD-M only
TM7x_sp013100805,8.90E-06,0,s11_1,(2b)2bRAD-M only
TM7x_sp013100825,2.98E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp013333695,1.47E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp900555265,2.68E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp900555425,4.16E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp900555675,4.40E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp900555885,3.79E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp900556355,0.000101816,0,s11_1,(2b)2bRAD-M only
TM7x_sp900556885,1.28E-05,0,s11_1,(2b)2bRAD-M only
TM7x_sp900557595,2.42E-05,0,s11_1,(2b)2bRAD-M only
Treponema_B_denticola,0.000367934,0.000389087,s11_1,shared
Treponema_B_denticola_A,0.000118815,0.00015428,s11_1,shared
Treponema_B_pedis,3.49E-06,0,s11_1,(2b)2bRAD-M only
Treponema_B_putidum,9.34E-06,1.76E-05,s11_1,shared
Treponema_C_lecithinolyticum,0.000273233,0.000304451,s11_1,shared
Treponema_C_maltophilum,3.11E-05,3.46E-05,s11_1,shared
Treponema_D_buccale,3.51E-05,3.89E-05,s11_1,shared
Treponema_D_paredis,1.46E-05,2.25E-05,s11_1,shared
Treponema_D_pectinovorum,6.26E-06,0,s11_1,(2b)2bRAD-M only
Treponema_D_socranskii,3.46E-05,3.78E-05,s11_1,shared
Treponema_D_sp014334325,1.79E-05,1.93E-05,s11_1,shared
Treponema_D_sp014334335,2.18E-05,3.67E-05,s11_1,shared
Treponema_medium,0.000104015,0.000132112,s11_1,shared
Treponema_phagedenis,1.93E-06,0,s11_1,(2b)2bRAD-M only
Treponema_sp000775995,9.28E-05,0.000101624,s11_1,shared
Treponema_sp010365865,0.000128725,0.000174571,s11_1,shared
Treponema_vincentii,9.43E-05,9.85E-05,s11_1,shared
UBA1103_sp004138455,0.00012039,9.74E-05,s11_1,shared
UBA1103_sp013333515,0.000136684,0.000129587,s11_1,shared
UBA2866_sp004138405,6.31E-05,0.000107357,s11_1,shared
UBA2866_sp007845165,9.08E-06,0,s11_1,(2b)2bRAD-M only
UBA3839_sp900321835,3.10E-06,0,s11_1,(2b)2bRAD-M only
UMGS1907_sp004151455,0.000560217,0.000613743,s11_1,shared
UMGS1907_sp013333405,3.66E-05,0,s11_1,(2b)2bRAD-M only
UMGS1907_sp900555945,0.000111636,0.000128179,s11_1,shared
UMGS1907_sp900556165,0.000155991,0.000161548,s11_1,shared
Variovorax_sp900115375,4.16E-07,0,s11_1,(2b)2bRAD-M only
Veillonella_atypica,0.000222871,0.000189771,s11_1,shared
Veillonella_denticariosi,4.20E-05,4.69E-05,s11_1,shared
Veillonella_dispar,3.79E-05,0,s11_1,(2b)2bRAD-M only
Veillonella_dispar_A,0.000291301,0.000455968,s11_1,shared
Veillonella_infantium,9.76E-05,0,s11_1,(2b)2bRAD-M only
Veillonella_parvula,6.55E-05,0,s11_1,(2b)2bRAD-M only
Veillonella_parvula_A,0.001594478,0.001536253,s11_1,shared
Veillonella_rogosae,0.000377352,0.000422607,s11_1,shared
Veillonella_sp003463825,6.57E-05,0,s11_1,(2b)2bRAD-M only
Veillonella_sp900538355,1.10E-05,0,s11_1,(2b)2bRAD-M only
Veillonella_sp900549845,3.01E-05,0,s11_1,(2b)2bRAD-M only
Veillonella_sp900550175,8.90E-06,0,s11_1,(2b)2bRAD-M only
Veillonella_sp900552445,0.000222037,0.000273103,s11_1,shared
Veillonella_sp900757715,3.42E-05,5.26E-05,s11_1,shared
Veillonella_tobetsuensis,0.000225283,0.000194959,s11_1,shared
W11650_sp002999035,0.000282436,0.000326036,s11_1,shared
Abiotrophia_defectiva,0.000269838,0.000310984,s11_11,shared
Abiotrophia_sp001815865,0.000123356,0,s11_11,(2b)2bRAD-M only
Acinetobacter_guillouiae,9.21E-05,0,s11_11,(2b)2bRAD-M only
Acinetobacter_johnsonii,7.50E-05,0,s11_11,(2b)2bRAD-M only
Actinomyces_dentalis,0.000241761,0.000406102,s11_11,shared
Actinomyces_gerencseriae,0.000300956,0.000371569,s11_11,shared
Actinomyces_graevenitzii,0.000798391,0.000862189,s11_11,shared
Actinomyces_israelii,1.82E-05,0,s11_11,(2b)2bRAD-M only
Actinomyces_johnsonii,0.000182809,0.000176953,s11_11,shared
Actinomyces_massiliensis,0.000960534,0.001089129,s11_11,shared
Actinomyces_naeslundii,0.001495848,0.001488166,s11_11,shared
Actinomyces_oris,0.004387283,0.004142623,s11_11,shared
Actinomyces_oris_A,0.000648835,0.000708831,s11_11,shared
Actinomyces_oris_B,0.000176253,0.000183371,s11_11,shared
Actinomyces_oris_C,0.00027029,0.000274918,s11_11,shared
Actinomyces_oris_D,2.84E-05,0,s11_11,(2b)2bRAD-M only
Actinomyces_oris_E,0.001113564,0.001066666,s11_11,shared
Actinomyces_sp000195595,0.000436278,0.000432959,s11_11,shared
Actinomyces_sp000220835,0.000175403,0.000192443,s11_11,shared
Actinomyces_sp001278845,5.02E-05,8.59E-05,s11_11,shared
Actinomyces_sp900323545,0.000101459,7.30E-05,s11_11,shared
Aggregatibacter_actinomycetemcomitans,0.000115759,0,s11_11,(2b)2bRAD-M only
Aggregatibacter_aphrophilus,0.000840126,0.001271261,s11_11,shared
Aggregatibacter_kilianii,0.000199081,0.000468814,s11_11,shared
Aggregatibacter_segnis,0.002888255,0.004150378,s11_11,shared
Aggregatibacter_segnis_A,0.003046621,0.003871345,s11_11,shared
Aggregatibacter_sp000466335,0.010128669,0.012113777,s11_11,shared
Alcaligenes_phenolicus,3.56E-05,0,s11_11,(2b)2bRAD-M only
Allisonella_pneumosintes,0.00044213,0,s11_11,(2b)2bRAD-M only
Alloprevotella_rava,0.000252902,0.000130935,s11_11,shared
Alloprevotella_tannerae,0.005699805,0.006457183,s11_11,shared
Anaeroglobus_geminatus,0.000221738,0.000190531,s11_11,shared
Anaeroglobus_micronuciformis,0.000404995,0.000427414,s11_11,shared
Arachnia_propionica,0.000579421,0.00056553,s11_11,shared
Arachnia_sp013333735,0.001514953,0.00152163,s11_11,shared
Arachnia_sp013333945,0.000440595,0.000442224,s11_11,shared
Arachnia_sp900607225,2.72E-05,4.56E-05,s11_11,shared
Bacillus_A_bombysepticus,0,0.000207692,s11_11,(WMS)2bRAD-M only
Basfia_bettyae,0.000332397,0,s11_11,(2b)2bRAD-M only
Bergeyella_A_cardium,0.000226323,0,s11_11,(2b)2bRAD-M only
Bifidobacterium_vaginale,0.00022904,0,s11_11,(2b)2bRAD-M only
Brachybacterium_paraconglomeratum,5.93E-06,0,s11_11,(2b)2bRAD-M only
Bulleidia_extructa,0.000438589,0.000630993,s11_11,shared
Bulleidia_moorei,0.000456662,0,s11_11,(2b)2bRAD-M only
CAG-485_sp002493045,1.05E-05,0,s11_11,(2b)2bRAD-M only
Campylobacter_A_curvus,2.57E-05,0,s11_11,(2b)2bRAD-M only
Campylobacter_A_rectus,0.001269249,0.002007061,s11_11,shared
Campylobacter_A_showae,8.24E-05,0,s11_11,(2b)2bRAD-M only
Campylobacter_A_showae_A,8.90E-05,0,s11_11,(2b)2bRAD-M only
Campylobacter_A_showae_B,3.43E-05,0,s11_11,(2b)2bRAD-M only
Campylobacter_A_showae_D,7.20E-05,0,s11_11,(2b)2bRAD-M only
Campylobacter_A_showae_E,7.61E-05,0,s11_11,(2b)2bRAD-M only
Campylobacter_A_sp014253065,0.00010512,0,s11_11,(2b)2bRAD-M only
Campylobacter_B_gracilis,9.06E-05,0.000230952,s11_11,shared
Campylobacter_B_sp900539505,0.000109796,0,s11_11,(2b)2bRAD-M only
Capnocytophaga_endodontalis,0.00015419,0,s11_11,(2b)2bRAD-M only
Capnocytophaga_gingivalis,0.000813643,0.00085889,s11_11,shared
Capnocytophaga_granulosa,0.000209257,0,s11_11,(2b)2bRAD-M only
Capnocytophaga_leadbetteri,0.000517698,0.000321553,s11_11,shared
Capnocytophaga_ochracea,0.002131142,0.002317513,s11_11,shared
Capnocytophaga_sp000318275,2.25E-05,0,s11_11,(2b)2bRAD-M only
Capnocytophaga_sputigena,0.000710844,0.000822569,s11_11,shared
Cardiobacterium_hominis,0.002397417,0.002859064,s11_11,shared
Cardiobacterium_valvarum,0.000390947,0.000358978,s11_11,shared
Catonella_morbi,0.000190204,0.000294307,s11_11,shared
Centipeda_artemidis,4.18E-05,0,s11_11,(2b)2bRAD-M only
Centipeda_felix,5.43E-05,8.01E-05,s11_11,shared
Centipeda_flueggei,1.39E-05,0,s11_11,(2b)2bRAD-M only
Centipeda_infelix,7.11E-05,3.92E-05,s11_11,shared
Centipeda_massiliensis,2.43E-05,0,s11_11,(2b)2bRAD-M only
Centipeda_noxia,0.000327746,0.000359382,s11_11,shared
Centipeda_periodontii,4.99E-05,8.53E-05,s11_11,shared
Centipeda_sp000286455,1.19E-05,0,s11_11,(2b)2bRAD-M only
Centipeda_sp000318175,2.94E-05,0,s11_11,(2b)2bRAD-M only
Centipeda_sp000468035,6.40E-06,0,s11_11,(2b)2bRAD-M only
Centipeda_sp001683335,9.14E-05,0.000130319,s11_11,shared
Centipeda_sp001717585,1.84E-05,0,s11_11,(2b)2bRAD-M only
Chlamydophila_abortus,0,0.001213903,s11_11,(WMS)2bRAD-M only
Corynebacterium_durum,0.00081882,0.00075029,s11_11,shared
Corynebacterium_glucuronolyticum,2.86E-05,0,s11_11,(2b)2bRAD-M only
Corynebacterium_matruchotii,0.007141915,0.006659659,s11_11,shared
