Species,col_mpa,col_2bp,Group,Color
Streptococcus_intermedius,3.33E-05,0.000125812,s11_1,shared
Streptococcus_koreensis,0,0.000845406,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis,0,0.012785731,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_A,0,0.001034271,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AC,0,0.01063778,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AD,0,0.00097264,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AK,0,0.001972027,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AP,0,0.001317771,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AQ,0,0.001435603,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AR,0,0.001584114,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AT,0,0.002188232,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AV,0,0.004585086,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AW,0,0.001560988,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AY,0,0.000872618,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_AZ,0,0.002684616,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BA,0,0.002068541,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BB,0,0.009626146,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BE,0,0.002350444,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BG,0,0.000659785,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BK,0,0.000526811,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BL,0,0.002124845,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BM,0,0.003488091,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BN,0,0.000835372,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BP,0,0.000143448,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_BQ,0,0.002849332,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_D,0,0.000589045,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_E,0,0.000784744,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_F,0,0.002213194,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_I,0,0.002028762,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_K,0,0.000286896,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_L,0,0.001041503,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_M,0,0.002210256,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_N,0,0.002932969,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_O,0,0.004331964,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_P,0,0.001913762,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_Q,0,0.001952819,s11_1,(WMS)2bRAD-M only
Streptococcus_mitis_W,0,0.000810058,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis,0,0.004345435,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_B,0,0.000561758,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_BA,0,0.000829912,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_BC,0,0.001574213,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_BD,0,0.00141821,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_BE,0,0.000484933,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_E,0,0.000491271,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_F,0,6.10E-05,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_G,0,0.000959607,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_K,0,0.000407499,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_O,0,0.001049725,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_R,0,0.000249738,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_S,0.006879056,0.000117245,s11_1,shared
Streptococcus_oralis_T,0,0.001704735,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_Y,0,0.000574139,s11_1,(WMS)2bRAD-M only
Streptococcus_oralis_Z,0,0.000561932,s11_1,(WMS)2bRAD-M only
Streptococcus_parasanguinis_B,5.06E-05,0.000158824,s11_1,shared
Streptococcus_pneumoniae,0,0.00578791,s11_1,(WMS)2bRAD-M only
Streptococcus_pneumoniae_C,0,0.000995895,s11_1,(WMS)2bRAD-M only
Streptococcus_pneumoniae_D,0,0.009680281,s11_1,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae,0,0.002164414,s11_1,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_C,0,0.002394734,s11_1,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_D,0,0.000599755,s11_1,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_J,0,0.001047825,s11_1,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_L,0,0.000393609,s11_1,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_O,0,0.008589327,s11_1,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_P,0,0.000940567,s11_1,(WMS)2bRAD-M only
Streptococcus_salivarius,0.000511583,0.000400998,s11_1,shared
Streptococcus_sanguinis,0.003679388,0.00178431,s11_1,shared
Streptococcus_sanguinis_A,0,9.09E-05,s11_1,(WMS)2bRAD-M only
Streptococcus_sanguinis_F,0,0.000247518,s11_1,(WMS)2bRAD-M only
Streptococcus_sanguinis_G,0,0.00038775,s11_1,(WMS)2bRAD-M only
Streptococcus_sanguinis_H,0,0.001490936,s11_1,(WMS)2bRAD-M only
Streptococcus_sanguinis_I,0,0.00013501,s11_1,(WMS)2bRAD-M only
Streptococcus_sinensis,5.07E-05,9.51E-05,s11_1,shared
Streptococcus_sp000187745,0,0.005250912,s11_1,(WMS)2bRAD-M only
Streptococcus_sp000235485,0,0.000226768,s11_1,(WMS)2bRAD-M only
Streptococcus_sp000259505,0,0.000118493,s11_1,(WMS)2bRAD-M only
Streptococcus_sp000831085,0,0.001134649,s11_1,(WMS)2bRAD-M only
Streptococcus_sp001553685,0,0.000545808,s11_1,(WMS)2bRAD-M only
Streptococcus_sp001587175,0,0.000193349,s11_1,(WMS)2bRAD-M only
Streptococcus_sp001811505,0,0.000549286,s11_1,(WMS)2bRAD-M only
Streptococcus_sp001814775,0,0.000573622,s11_1,(WMS)2bRAD-M only
Streptococcus_sp002355895,0,0.001917248,s11_1,(WMS)2bRAD-M only
Streptococcus_sp013276795,0,0.00134832,s11_1,(WMS)2bRAD-M only
Streptococcus_sp013277415,0,0.000422083,s11_1,(WMS)2bRAD-M only
Streptococcus_symci,0.108298233,0,s11_1,(WMS)MPA only
Streptococcus_timonensis,0.00095568,0.000669912,s11_1,shared
Streptococcus_vestibularis,0,0.000705171,s11_1,(WMS)2bRAD-M only
Streptococcus_xiaochunlingii,0.000462483,0,s11_1,(WMS)MPA only
Tannerella_forsythia,0.00226039,0.002465878,s11_1,shared
Tannerella_sp002890585,7.40E-05,9.63E-05,s11_1,shared
Tannerella_sp003033925,0.000215623,0.000219684,s11_1,shared
TM7x_sp005697565,0,0.000116201,s11_1,(WMS)2bRAD-M only
Treponema_B_denticola,0.000273604,0.000389087,s11_1,shared
Treponema_B_denticola_A,0,0.00015428,s11_1,(WMS)2bRAD-M only
Treponema_B_putidum,0,1.76E-05,s11_1,(WMS)2bRAD-M only
Treponema_C_lecithinolyticum,0.000334718,0.000304451,s11_1,shared
Treponema_C_maltophilum,4.71E-05,3.46E-05,s11_1,shared
Treponema_D_buccale,1.34E-05,3.89E-05,s11_1,shared
Treponema_D_paredis,0,2.25E-05,s11_1,(WMS)2bRAD-M only
Treponema_D_socranskii,0,3.78E-05,s11_1,(WMS)2bRAD-M only
Treponema_D_sp014334325,0,1.93E-05,s11_1,(WMS)2bRAD-M only
Treponema_D_sp014334335,0,3.67E-05,s11_1,(WMS)2bRAD-M only
Treponema_D_sp905372235,0.000372535,0,s11_1,(WMS)MPA only
Treponema_medium,0,0.000132112,s11_1,(WMS)2bRAD-M only
Treponema_sp000775995,0,0.000101624,s11_1,(WMS)2bRAD-M only
Treponema_sp010365865,3.96E-05,0.000174571,s11_1,shared
Treponema_sp905373565,0.000695448,0,s11_1,(WMS)MPA only
Treponema_vincentii,0,9.85E-05,s11_1,(WMS)2bRAD-M only
UBA1103_sp004138455,0,9.74E-05,s11_1,(WMS)2bRAD-M only
UBA1103_sp013333515,0,0.000129587,s11_1,(WMS)2bRAD-M only
UBA2866_sp004138405,0,0.000107357,s11_1,(WMS)2bRAD-M only
UMGS1907_sp004151455,0,0.000613743,s11_1,(WMS)2bRAD-M only
UMGS1907_sp900555945,0,0.000128179,s11_1,(WMS)2bRAD-M only
UMGS1907_sp900556165,0,0.000161548,s11_1,(WMS)2bRAD-M only
Veillonella_atypica,0.000162135,0.000189771,s11_1,shared
Veillonella_denticariosi,1.37E-05,4.69E-05,s11_1,shared
Veillonella_dispar_A,0,0.000455968,s11_1,(WMS)2bRAD-M only
Veillonella_nakazawae,0.000432709,0,s11_1,(WMS)MPA only
Veillonella_parvula_A,0.001204733,0.001536253,s11_1,shared
Veillonella_rogosae,0.00068521,0.000422607,s11_1,shared
Veillonella_sp900552445,0,0.000273103,s11_1,(WMS)2bRAD-M only
Veillonella_sp900757715,0,5.26E-05,s11_1,(WMS)2bRAD-M only
Veillonella_tobetsuensis,0.000127765,0.000194959,s11_1,shared
W11650_sp002999035,0.000569772,0.000326036,s11_1,shared
Abiotrophia_defectiva,0,0.000310984,s11_11,(WMS)2bRAD-M only
Actinomyces_dentalis,0.000302313,0.000406102,s11_11,shared
Actinomyces_gerencseriae,0,0.000371569,s11_11,(WMS)2bRAD-M only
Actinomyces_graevenitzii,0.000430689,0.000862189,s11_11,shared
Actinomyces_johnsonii,0,0.000176953,s11_11,(WMS)2bRAD-M only
Actinomyces_massiliensis,0.000511178,0.001089129,s11_11,shared
Actinomyces_naeslundii,0.000961812,0.001488166,s11_11,shared
Actinomyces_oris,0.005057104,0.004142623,s11_11,shared
Actinomyces_oris_A,0,0.000708831,s11_11,(WMS)2bRAD-M only
Actinomyces_oris_B,0,0.000183371,s11_11,(WMS)2bRAD-M only
Actinomyces_oris_C,0,0.000274918,s11_11,(WMS)2bRAD-M only
Actinomyces_oris_E,0,0.001066666,s11_11,(WMS)2bRAD-M only
Actinomyces_sp000195595,0,0.000432959,s11_11,(WMS)2bRAD-M only
Actinomyces_sp000220835,0,0.000192443,s11_11,(WMS)2bRAD-M only
Actinomyces_sp001278845,0,8.59E-05,s11_11,(WMS)2bRAD-M only
Actinomyces_sp900323545,0,7.30E-05,s11_11,(WMS)2bRAD-M only
Aggregatibacter_aphrophilus,0,0.001271261,s11_11,(WMS)2bRAD-M only
Aggregatibacter_kilianii,0,0.000468814,s11_11,(WMS)2bRAD-M only
Aggregatibacter_segnis,0,0.004150378,s11_11,(WMS)2bRAD-M only
Aggregatibacter_segnis_A,0,0.003871345,s11_11,(WMS)2bRAD-M only
Aggregatibacter_sp000466335,0.030536706,0.012113777,s11_11,shared
Allisonella_pneumosintes,1.57E-05,0,s11_11,(WMS)MPA only
Alloprevotella_rava,0.000107419,0.000130935,s11_11,shared
Alloprevotella_sp003639005,0.000108533,0,s11_11,(WMS)MPA only
Alloprevotella_tannerae,0.008385579,0.006457183,s11_11,shared
Anaeroglobus_geminatus,0,0.000190531,s11_11,(WMS)2bRAD-M only
Anaeroglobus_micronuciformis,0.000146702,0.000427414,s11_11,shared
Arachnia_propionica,0.000106002,0.00056553,s11_11,shared
Arachnia_rubra,0.001075103,0,s11_11,(WMS)MPA only
Arachnia_sp013333735,0,0.00152163,s11_11,(WMS)2bRAD-M only
Arachnia_sp013333945,0,0.000442224,s11_11,(WMS)2bRAD-M only
Arachnia_sp900607225,0,4.56E-05,s11_11,(WMS)2bRAD-M only
Bacillus_A_bombysepticus,0,0.000207692,s11_11,(WMS)2bRAD-M only
Bacteroides_D_sp905373475,0.001941442,0,s11_11,(WMS)MPA only
Bergeyella_A_cardium,1.91E-05,0,s11_11,(WMS)MPA only
Bulleidia_extructa,0.000528186,0.000630993,s11_11,shared
Bulleidia_sp015256455,1.58E-05,0,s11_11,(WMS)MPA only
Campylobacter_A_concisus_T,8.53E-05,0,s11_11,(WMS)MPA only
Campylobacter_A_rectus,0.002593044,0.002007061,s11_11,shared
Campylobacter_B_gracilis,0.000284089,0.000230952,s11_11,shared
Capnocytophaga_gingivalis,0.000488499,0.00085889,s11_11,shared
Capnocytophaga_leadbetteri,4.25E-05,0.000321553,s11_11,shared
Capnocytophaga_ochracea,0.001704634,0.002317513,s11_11,shared
Capnocytophaga_sputigena,0.000733508,0.000822569,s11_11,shared
Cardiobacterium_hominis,0.002440976,0.002859064,s11_11,shared
Cardiobacterium_valvarum,0.000162293,0.000358978,s11_11,shared
Catonella_morbi,7.44E-05,0.000294307,s11_11,shared
Centipeda_felix,0,8.01E-05,s11_11,(WMS)2bRAD-M only
Centipeda_infelix,0,3.92E-05,s11_11,(WMS)2bRAD-M only
Centipeda_noxia,0,0.000359382,s11_11,(WMS)2bRAD-M only
Centipeda_periodontii,0,8.53E-05,s11_11,(WMS)2bRAD-M only
Centipeda_sp001683335,0,0.000130319,s11_11,(WMS)2bRAD-M only
Chlamydophila_abortus,0,0.001213903,s11_11,(WMS)2bRAD-M only
Corynebacterium_durum,0.000605131,0.00075029,s11_11,shared
Corynebacterium_matruchotii,0.007867416,0.006659659,s11_11,shared
Cutibacterium_acnes,0,0.000497762,s11_11,(WMS)2bRAD-M only
Desulfobulbus_oralis,0,0.00012396,s11_11,(WMS)2bRAD-M only
Desulfomicrobium_orale,0.001045236,0.001544149,s11_11,shared
Dialister_invisus,0.001770543,0.001895276,s11_11,shared
Eikenella_corrodens,0,0.000471786,s11_11,(WMS)2bRAD-M only
Eikenella_corrodens_B,0,0.000144802,s11_11,(WMS)2bRAD-M only
Eikenella_halliae,0.00013678,0.000161366,s11_11,shared
Eubacterium_A_nodatum,0,0.005928039,s11_11,(WMS)2bRAD-M only
Eubacterium_B_infirmum,0.000192059,0.000515077,s11_11,shared
Eubacterium_M_brachy,0.006052326,0.005546164,s11_11,shared
F0040_sp003639005,0,0.000416859,s11_11,(WMS)2bRAD-M only
F0058_sp000163695,0.005626901,0.003265051,s11_11,shared
F0422_sp003992055,0.000129389,0,s11_11,(WMS)MPA only
Filifactor_alocis,0.005547121,0.003664807,s11_11,shared
Flexilinea_sp001717545,0,9.41E-05,s11_11,(WMS)2bRAD-M only
Fretibacterium_fastidiosum,0.000852367,0.001009875,s11_11,shared
Fusobacterium_animalis,0.003331108,0,s11_11,(WMS)MPA only
Fusobacterium_nucleatum,0.001037845,0,s11_11,(WMS)MPA only
Fusobacterium_nucleatum_J,0.014608803,0.008211284,s11_11,shared
Fusobacterium_polymorphum,0.001271009,0,s11_11,(WMS)MPA only
Fusobacterium_pseudoperiodonticum,0.003114143,0,s11_11,(WMS)MPA only
Fusobacterium_vincentii,0.004926702,0.008945426,s11_11,shared
Gemella_haemolysans_A,0.000209169,0,s11_11,(WMS)MPA only
Gemella_haemolysans_B,0.004531145,0.003360111,s11_11,shared
Gemella_morbillorum,0.002142106,0.002013761,s11_11,shared
Gemella_sanguinis,0.007058178,0.005863496,s11_11,shared
Gemella_sp002871655,0,0.000583645,s11_11,(WMS)2bRAD-M only
Granulicatella_adiacens,0.003229864,0.003486566,s11_11,shared
Granulicatella_sp001058355,0.004053276,0.002230774,s11_11,shared
Granulicatella_sp001071995,0,0.000721598,s11_11,(WMS)2bRAD-M only
Granulicatella_sp900551535,0,0.000712689,s11_11,(WMS)2bRAD-M only
Haemophilus_A_parahaemolyticus,0.036608167,0.03453236,s11_11,shared
Haemophilus_A_paraphrohaemolyticus,0,0.002191021,s11_11,(WMS)2bRAD-M only
Haemophilus_A_sputorum,0.006420143,0.005725026,s11_11,shared
Haemophilus_D_parainfluenzae,0.119359697,0.032370736,s11_11,shared
Haemophilus_D_parainfluenzae_A,0,0.00670055,s11_11,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_J,0,0.00321439,s11_11,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_K,0,0.022344522,s11_11,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_L,0,0.00668082,s11_11,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_M,0,0.013819361,s11_11,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_N,0,0.003262017,s11_11,(WMS)2bRAD-M only
Haemophilus_D_sp001679485,0,0.01542415,s11_11,(WMS)2bRAD-M only
Haemophilus_D_sp001815355,0,0.014358321,s11_11,(WMS)2bRAD-M only
Haemophilus_D_sp900755445,0,0.008771144,s11_11,(WMS)2bRAD-M only
Haemophilus_D_sp900756155,0,0.003607988,s11_11,(WMS)2bRAD-M only
Haemophilus_D_sp900756875,0,0.004873949,s11_11,(WMS)2bRAD-M only
Haemophilus_D_sp900764435,0,0.001709047,s11_11,(WMS)2bRAD-M only
Haemophilus_haemolyticus,0,0.000722133,s11_11,(WMS)2bRAD-M only
Haemophilus_sp002998595,0,0.002160529,s11_11,(WMS)2bRAD-M only
Hornefia_nodata,0.006444238,0,s11_11,(WMS)MPA only
JABCPE02_sp013333255,0.000904002,0.000691531,s11_11,shared
JABZIP01_sp015258265,7.54E-05,0,s11_11,(WMS)MPA only
Johnsonella_ignava,2.77E-05,0,s11_11,(WMS)MPA only
Kingella_A_denitrificans,0.001596607,0.001417397,s11_11,shared
Kingella_B_oralis,0.001149922,0.000762161,s11_11,shared
Klebsiella_pneumoniae,0,0.000150774,s11_11,(WMS)2bRAD-M only
Lachnoanaerobaculum_sp000209465,0,0.000265077,s11_11,(WMS)2bRAD-M only
Lancefieldella_rimae,0.00031598,0.000393599,s11_11,shared
Lautropia_dentalis,0.030069468,0.023163796,s11_11,shared
Lautropia_mirabilis,0.021396662,0.012176337,s11_11,shared
Leptotrichia_A_sp000469505,0.000425829,0,s11_11,(WMS)MPA only
Leptotrichia_buccalis,0.001321833,0.001553679,s11_11,shared
Leptotrichia_hofstadii,0.000590552,0.002078201,s11_11,shared
Leptotrichia_hongkongensis,0.001972524,0.002299391,s11_11,shared
Leptotrichia_trevisanii,0.000230329,0.00129128,s11_11,shared
Leptotrichia_wadei_A,0.000270623,0,s11_11,(WMS)MPA only
Mesocricetibacter_sp905373425,0.000141437,0,s11_11,(WMS)MPA only
Mogibacterium_timidum,0.003530759,0.003889391,s11_11,shared
Nanosynbacter_sp005697215,6.93E-05,0,s11_11,(WMS)MPA only
Neisseria_cerebrosa,0,0.00298405,s11_11,(WMS)2bRAD-M only
Neisseria_cinerea,0,0.000962779,s11_11,(WMS)2bRAD-M only
Neisseria_elongata,0.003924495,0.005322027,s11_11,shared
Neisseria_flavescens,0,0.001213078,s11_11,(WMS)2bRAD-M only
Neisseria_flavescens_A,0,0.004437153,s11_11,(WMS)2bRAD-M only
Neisseria_flavescens_B,0,0.034417656,s11_11,(WMS)2bRAD-M only
Neisseria_flavescens_C,0,0.003116628,s11_11,(WMS)2bRAD-M only
Neisseria_lactamica,0,0.000441234,s11_11,(WMS)2bRAD-M only
Neisseria_lactamica_B,0,0.002528964,s11_11,(WMS)2bRAD-M only
Neisseria_macacae,0,0.004714985,s11_11,(WMS)2bRAD-M only
Neisseria_meningitidis,0,0.003410373,s11_11,(WMS)2bRAD-M only
Neisseria_mucosa,0,0.00909913,s11_11,(WMS)2bRAD-M only
Neisseria_mucosa_A,0,0.004889673,s11_11,(WMS)2bRAD-M only
Neisseria_perflava,0,0.00260644,s11_11,(WMS)2bRAD-M only
Neisseria_sicca,0,0.003721363,s11_11,(WMS)2bRAD-M only
Neisseria_sicca_A,0,0.003423907,s11_11,(WMS)2bRAD-M only
Neisseria_sicca_B,0.071380387,0.00882539,s11_11,shared
Neisseria_sicca_C,0,0.001872069,s11_11,(WMS)2bRAD-M only
Neisseria_sicca_D,0,0.004442835,s11_11,(WMS)2bRAD-M only
Neisseria_sp000090875,0.039068379,0.022151956,s11_11,shared
Neisseria_sp000186165,0,0.012277469,s11_11,(WMS)2bRAD-M only
Neisseria_sp000227275,0,0.008824264,s11_11,(WMS)2bRAD-M only
Neisseria_sp000952795,0,0.001812881,s11_11,(WMS)2bRAD-M only
Neisseria_sp001809325,0,0.006329666,s11_11,(WMS)2bRAD-M only
Neisseria_sp001815675,0,0.003816141,s11_11,(WMS)2bRAD-M only
Neisseria_sp002237445,5.92E-05,0.00029223,s11_11,shared
Neisseria_subflava,0,0.018981202,s11_11,(WMS)2bRAD-M only
Neisseria_subflava_A,0,0.014529797,s11_11,(WMS)2bRAD-M only
Neisseria_subflava_B,0,0.002075829,s11_11,(WMS)2bRAD-M only
Neisseria_subflava_C,0.161383571,0.020828992,s11_11,shared
Olsenella_sp001189515,0,0.000166668,s11_11,(WMS)2bRAD-M only
Olsenella_uli,0,7.06E-05,s11_11,(WMS)2bRAD-M only
Oribacterium_parvum,0,0.000211052,s11_11,(WMS)2bRAD-M only
Oribacterium_sinus,0,0.000251511,s11_11,(WMS)2bRAD-M only
Oribacterium_sp000160135,0,0.000122218,s11_11,(WMS)2bRAD-M only
Ottowia_sp001262075,7.53E-05,0.000346318,s11_11,shared
Parvimonas_micra,0.004750741,0.003909333,s11_11,shared
Pauljensenia_georgiae,0,0.00019231,s11_11,(WMS)2bRAD-M only
Pauljensenia_hongkongensis,0.000161686,0.000543854,s11_11,shared
Pauljensenia_odontolytica_A,0,0.000496496,s11_11,(WMS)2bRAD-M only
Pauljensenia_odontolytica_B,0,0.000437391,s11_11,(WMS)2bRAD-M only
Pauljensenia_sp000278725,0.001293687,0.000546042,s11_11,shared
Pauljensenia_sp000308055,0.000112279,0.000185672,s11_11,shared
Pauljensenia_sp000411415,0.000110051,0.000111023,s11_11,shared
Pauljensenia_sp001064145,0,0.000117049,s11_11,(WMS)2bRAD-M only
Pauljensenia_sp001838165,0,0.000242258,s11_11,(WMS)2bRAD-M only
Pauljensenia_sp900541895,0,0.00010766,s11_11,(WMS)2bRAD-M only
Pauljensenia_sp902373545,0,0.000234398,s11_11,(WMS)2bRAD-M only
Peptidiphaga_gingivicola,0.001226563,0.000803164,s11_11,shared
Peptidiphaga_sp000466165,0.001251874,0.001955626,s11_11,shared
Peptoanaerobacter_stomatis,0.000307476,0.000834846,s11_11,shared
Porphyromonas_catoniae,0.000130806,0.000262172,s11_11,shared
Porphyromonas_endodontalis,0.018665421,0.010476465,s11_11,shared
Porphyromonas_gingivalis,0,0.000227105,s11_11,(WMS)2bRAD-M only
Porphyromonas_pasteri,0.006507617,0.005454058,s11_11,shared
Porphyromonas_sp000467855,0.001174321,0.000571064,s11_11,shared
Prevotella_aurantiaca,0,0.000239509,s11_11,(WMS)2bRAD-M only
Prevotella_baroniae,0.00037703,0.000475,s11_11,shared
Prevotella_buccae,0,6.70E-05,s11_11,(WMS)2bRAD-M only
Prevotella_conceptionensis,0.000849634,0.00106288,s11_11,shared
Prevotella_denticola,0,0.000379736,s11_11,(WMS)2bRAD-M only
Prevotella_enoeca,0,0.000289478,s11_11,(WMS)2bRAD-M only
Prevotella_intermedia,0.007669991,0.009016547,s11_11,shared
Prevotella_jejuni,0,0.000153066,s11_11,(WMS)2bRAD-M only
Prevotella_koreensis,0.000189932,0.000300666,s11_11,shared
Prevotella_loescheii,0.000393837,0.000586613,s11_11,shared
Prevotella_maculosa,0,0.000334417,s11_11,(WMS)2bRAD-M only
Prevotella_marshii,0,0.000114285,s11_11,(WMS)2bRAD-M only
Prevotella_melaninogenica,0.001071458,0.001155127,s11_11,shared
Prevotella_micans,0,0.000145723,s11_11,(WMS)2bRAD-M only
Prevotella_multiformis,0,8.47E-05,s11_11,(WMS)2bRAD-M only
Prevotella_nanceiensis,0.000552991,0.000535619,s11_11,shared
Prevotella_nigrescens,0.001045742,0.001486677,s11_11,shared
Prevotella_oris,0.00128741,0.001600493,s11_11,shared
Prevotella_oulorum,5.64E-05,0.000459333,s11_11,shared
Prevotella_pallens,0,0.000233805,s11_11,(WMS)2bRAD-M only
Prevotella_pleuritidis,0.004818575,0.004665809,s11_11,shared
Prevotella_saccharolytica,0,0.000181588,s11_11,(WMS)2bRAD-M only
Prevotella_seregens,0.000427854,0.000683993,s11_11,shared
Prevotella_shahii,0.000965153,0.000865093,s11_11,shared
Prevotella_sp013333935,0,0.000182025,s11_11,(WMS)2bRAD-M only
Prevotella_sp905372445,0.003304379,0,s11_11,(WMS)MPA only
Prevotella_veroralis,0.000117746,0.000851194,s11_11,shared
Pseudoleptotrichia_goodfellowii,0.000112988,0.00087696,s11_11,shared
Rodentibacter_sp901420285,0,0.000127241,s11_11,(WMS)2bRAD-M only
Rothia_aeria,0.074473876,0.073523458,s11_11,shared
Rothia_dentocariosa,0.008913664,0.012727172,s11_11,shared
Rothia_mucilaginosa,0.082428058,0.029850075,s11_11,shared
Rothia_mucilaginosa_A,0,0.001421386,s11_11,(WMS)2bRAD-M only
Rothia_mucilaginosa_B,0,0.035026502,s11_11,(WMS)2bRAD-M only
Rothia_sp001808955,0,0.028456632,s11_11,(WMS)2bRAD-M only
Saccharimonas_sp013333625,0,0.000450105,s11_11,(WMS)2bRAD-M only
Saccharimonas_sp013333675,0,0.000380742,s11_11,(WMS)2bRAD-M only
Saccharimonas_sp013333845,0,0.00045199,s11_11,(WMS)2bRAD-M only
Saccharimonas_sp015257605,0.00132406,0,s11_11,(WMS)MPA only
Saccharimonas_sp905371715,2.17E-05,0,s11_11,(WMS)MPA only
SDRW01_sp007845485,0.000598955,0.001003697,s11_11,shared
Selenomonas_sputigena,0,0.000302895,s11_11,(WMS)2bRAD-M only
Slackia_exigua,0,0.000140392,s11_11,(WMS)2bRAD-M only
Streptococcus_constellatus,0.001008687,0.002901269,s11_11,shared
Streptococcus_cristatus,0.004136701,0.004437396,s11_11,shared
Streptococcus_infantis,0.023606196,0.003048128,s11_11,shared
Streptococcus_infantis_H,0,0.005009949,s11_11,(WMS)2bRAD-M only
Streptococcus_infantis_I,0,0.006619615,s11_11,(WMS)2bRAD-M only
Streptococcus_koreensis,0,0.035389127,s11_11,(WMS)2bRAD-M only
Streptococcus_mitis_AW,0,0.005445597,s11_11,(WMS)2bRAD-M only
Streptococcus_mitis_BG,0,0.001363649,s11_11,(WMS)2bRAD-M only
Streptococcus_mitis_BP,0,0.003343989,s11_11,(WMS)2bRAD-M only
Streptococcus_mitis_O,0,0.008855971,s11_11,(WMS)2bRAD-M only
Streptococcus_mitis_Q,0,0.004662631,s11_11,(WMS)2bRAD-M only
Streptococcus_oralis_BD,0,0.009309861,s11_11,(WMS)2bRAD-M only
Streptococcus_oralis_S,0.002568644,0,s11_11,(WMS)MPA only
Streptococcus_pneumoniae,0.000170797,0.004420158,s11_11,shared
Streptococcus_pneumoniae_D,0,0.010002189,s11_11,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_A,0,0.002591654,s11_11,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_C,0,0.011129343,s11_11,(WMS)2bRAD-M only
Streptococcus_sanguinis,0.031379557,0.022741339,s11_11,shared
Streptococcus_sanguinis_A,0,0.001043274,s11_11,(WMS)2bRAD-M only
Streptococcus_sanguinis_G,0,0.001266634,s11_11,(WMS)2bRAD-M only
Streptococcus_sanguinis_H,0,0.009031246,s11_11,(WMS)2bRAD-M only
